P,q
0.0001,3.81458e-05
0.001,0.0007502
0.01,0.0055438506
0.05,0.0274268024
0.1,0.0572059267
0.5,0.2782478983
1.0,0.5397625227
5.0,2.2437209656
10.0,3.8266047621
15.0,4.8193863462
